trade_date,score,rating,momentum_val,momentum_score,breadth_val,breadth_score,strength_val,strength_score,volatility_val,volatility_score,avgret_val,avgret_score
20230103,,extreme greed,,,0.7037037037037037,83.9506172839506,0.0,50.0,0.1332287260534476,80.28565701724162,0.5181234567901235,62.95308641975309
20230104,,extreme greed,,,0.4753086419753086,45.88477366255143,0.0061728395061728,56.17283950617284,0.1275266320730288,82.39754367665599,0.1616419753086419,54.04104938271605
20230105,,extreme greed,,,0.5123456790123457,52.05761316872428,0.0,50.0,0.1255664654863614,83.12353130134763,0.2318018518518518,55.79504629629631
20230106,,extreme greed,,,0.4135802469135802,35.596707818930035,0.0,50.0,0.1226869025398995,84.1900360963335,-0.041703086419753,48.95742283950617
20230109,,extreme greed,,,0.4567901234567901,42.79835390946501,0.0,50.0,0.1224408945170441,84.28115017887254,0.1740469135802468,54.35117283950617
20230110,,extreme greed,,,0.3333333333333333,22.22222222222221,0.0,50.0,0.1181180334692322,85.88220982621027,-0.1978697530864197,45.053256172839504
20230111,,extreme greed,,,0.3312883435582822,21.881390593047023,0.0,50.0,0.1141182256961847,87.36362011252417,-0.0270042944785275,49.32489263803681
20230112,,extreme greed,,,0.263803680981595,10.633946830265842,0.0,50.0,0.1105177257052062,88.69713862770139,-0.1713852760736196,45.71536809815951
20230113,,extreme greed,,,0.4171779141104294,36.1963190184049,0.0,50.0,0.1083313572227596,89.50690473231124,0.1498049079754601,53.745122699386506
20230116,67.32,greed,0.0167216761885395,66.72167618853959,0.6319018404907976,71.98364008179958,0.0,50.0,0.1112909775585155,88.41074905240164,0.3802122699386503,59.50530674846626
20230117,61.45,greed,0.017551780447824,67.55178044782402,0.4417177914110429,40.28629856850715,0.0061349693251533,56.13496932515337,0.1085900895019019,89.41107796225853,0.1544128834355828,53.86032208588957
20230118,74.76,greed,0.0262615457744899,76.26154577448992,0.6829268292682927,80.48780487804878,0.0060975609756097,56.09756097560975,0.113130192571591,87.72955830681813,0.9282548780487804,73.20637195121951
20230119,67.79,greed,0.0313454347899306,81.34543478993068,0.5818181818181818,63.636363636363626,0.0,50.0,0.1123559757812908,88.0163052661886,0.2386654545454545,55.96663636363637
20230120,84.4,extreme greed,0.0444675427551601,94.46754275516018,0.9454545454545454,100.0,0.006060606060606,56.060606060606055,0.0999704566239923,92.60353458370656,1.1540369696969697,78.85092424242424
20230130,86.49,extreme greed,0.0458348020857795,95.8348020857795,0.8554216867469879,100.0,0.0060240963855421,56.024096385542165,0.0790234422529652,100.0,1.2239325301204818,80.59831325301204
20230131,90.45,extreme greed,0.1019295850255468,100.0,1.0,100.0,0.1385542168674698,100.0,0.2089213952488633,52.25133509301358,6.77383795180723,100.0
20230201,65.43,greed,0.1023457546718809,100.0,0.5060240963855421,51.00401606425701,0.0120481927710843,62.04819277108433,0.2070799227115545,52.93336195868349,0.4457759036144579,61.14439759036146
20230202,37.13,fear,0.079502452789951,100.0,0.0718562874251497,0.0,-0.0119760479041916,38.02395209580839,0.2213634475491273,47.64316757439728,-2.024988622754491,0.0
20230203,60.85,greed,0.0749663680405372,100.0,0.4491017964071856,41.51696606786427,0.0119760479041916,61.97604790419161,0.2204927827354953,47.9656360238906,0.1124107784431138,52.81026946107784
20230206,43.25,fear,0.059175870686615,100.0,0.0833333333333333,0.0,0.0,50.0,0.229277532706647,44.71202492346404,-1.1381857142857144,21.545357142857146
20230207,68.68,greed,0.0604646943306295,100.0,0.625,70.83333333333333,0.0119047619047619,61.90476190476191,0.2292935473987721,44.70609355601031,0.6387529761904761,65.9688244047619
20230208,45.58,neutral,0.0555669315154729,100.0,0.1845238095238095,0.0,0.0,50.0,0.2303640232828966,44.30962100633457,-0.6568839285714286,33.57790178571428
20230209,73.33,greed,0.0586511963044582,100.0,0.7159763313609467,85.99605522682442,0.0118343195266272,61.83431952662721,0.2303603326887606,44.310987893051625,0.9798934911242604,74.49733727810651
20230210,48.88,neutral,0.0540123118276232,100.0,0.2958579881656805,15.976331360946745,-0.0059171597633136,44.08284023668639,0.2317714453620557,43.788353569608965,-0.3779437869822485,40.55140532544379
20230213,78.1,extreme greed,0.0681759732096918,100.0,0.8994082840236687,100.0,0.0118343195266272,61.83431952662721,0.2351705927963127,42.5294100754397,1.4461556213017752,86.15389053254438
20230214,50.01,neutral,0.0616353985253528,100.0,0.2544378698224852,9.072978303747536,0.0059171597633136,55.917159763313606,0.2368457079964293,41.90899703835952,-0.2737680473372781,43.15579881656805
20230215,53.6,neutral,0.0552839295411742,100.0,0.3254437869822485,20.90729783037475,0.0059171597633136,55.917159763313606,0.2382387377529508,41.39306009149967,-0.0082834319526627,49.79291420118343
20230216,46.68,neutral,0.0408483539864488,90.8483539864488,0.1352941176470588,0.0,0.0117647058823529,61.76470588235294,0.244879710908746,38.93344040416813,-0.3252194117647058,41.86951470588235
20230217,48.99,neutral,0.0339357601263301,83.93576012633015,0.3391812865497076,23.196881091617925,0.0058479532163742,55.84795321637427,0.2471809429154042,38.081132253554,-0.2449409356725146,43.87647660818713
20230220,65.59,greed,0.0389724527155119,88.97245271551198,0.7192982456140351,86.54970760233918,0.0,50.0,0.2464909929104559,38.33666929242372,0.5636836257309941,64.09209064327486
20230221,47.38,neutral,0.035581920075751,85.581920075751,0.2732558139534883,12.209302325581389,0.005813953488372,55.81395348837209,0.247228578227664,38.063489545309615,-0.1908610465116279,45.22847383720931
20230222,46.59,neutral,0.0264833833535016,76.48338335350164,0.2716763005780346,11.946050096339103,0.0057803468208092,55.78034682080924,0.2488063958329248,37.47911265447227,0.0502971098265895,51.25742774566474
20230223,38.78,fear,0.0193270201451478,69.32702014514787,0.132183908045977,0.0,0.0,50.0,0.2500224204130131,37.02873318036551,-0.4988172413793104,37.52956896551724
20230224,44.18,fear,0.0143747412240711,64.37474122407112,0.2701149425287356,11.685823754789268,0.0114942528735632,61.49425287356321,0.2457323362309811,38.617653247784745,-0.210119540229885,44.74701149425288
20230227,33.94,fear,0.0097330485380966,59.73304853809665,0.1436781609195402,0.0,-0.0057471264367816,44.2528735632184,0.2460601232940732,38.49625063182472,-0.9108879310344828,27.22780172413793
20230228,63.95,greed,0.0183366786220051,68.33667862200517,0.5028571428571429,50.47619047619048,0.0057142857142857,55.71428571428572,0.1246235272437048,83.47276768751674,0.4690525714285714,61.72631428571429
20230301,66.98,greed,0.0248744493351036,74.87444933510363,0.5885714285714285,64.76190476190474,0.0057142857142857,55.71428571428572,0.1268420324689265,82.65109908558276,0.2751691428571429,56.87922857142858
20230302,55.25,greed,0.0213848649869083,71.3848649869084,0.3428571428571428,23.809523809523807,0.0,50.0,0.1128620191165402,87.82888180868879,-0.2711245714285714,43.22188571428571
20230303,52.75,neutral,0.0151963814186333,65.19638141863334,0.3142857142857143,19.04761904761904,0.0,50.0,0.1138497387121282,87.46305973624878,-0.3173257142857143,42.06685714285714
20230306,53.43,neutral,0.0092269642434765,59.22696424347657,0.2971428571428571,16.19047619047619,0.0057142857142857,55.71428571428572,0.1074742386799855,89.82435604444979,-0.1520828571428571,46.19792857142857
20230307,42.39,fear,-0.0023363494147862,47.66365058521378,0.08,0.0,0.0,50.0,0.1117095007119125,88.25574047706944,-0.9590582857142858,26.023542857142857
20230308,55.72,greed,-0.0053889368152273,44.61106318477266,0.4147727272727273,35.79545454545454,0.0056818181818181,55.68181818181819,0.1117436932501029,88.24307657403592,0.1698068181818182,54.24517045454545
20230309,52.99,neutral,-0.0031476269572183,46.85237304278162,0.3693181818181818,28.219696969696965,0.0,50.0,0.1099949662855805,88.89075322756274,0.0397607954545454,50.99401988636364
20230310,43.45,fear,-0.0105829139012209,39.417086098779095,0.1468926553672316,0.0,0.0056497175141242,55.6497175141243,0.111644193593583,88.27992829867294,-0.6428740112994351,33.928149717514124
20230313,44.7,fear,-0.0140227890947659,35.977210905234045,0.2808988764044944,13.48314606741573,-0.0112359550561797,38.764044943820224,0.0891401588636562,96.61475597642362,-0.4532348314606742,38.669129213483146
20230314,37.31,fear,-0.0250246652799476,24.97533472005238,0.106145251396648,0.0,-0.0055865921787709,44.41340782122905,0.0936871117648681,94.93069934634514,-1.1104418994413408,22.23895251396648
20230315,55.0,greed,-0.0225089503082697,27.49104969173029,0.5469613259668509,57.82688766114181,-0.005524861878453,44.47513812154696,0.0960386235084051,94.05976907096104,0.046317679558011,51.15794198895027
20230316,33.07,fear,-0.0397594342778148,10.240565722185194,0.0662983425414364,0.0,-0.005524861878453,44.47513812154696,0.1049877055118867,90.74529425485674,-1.2041513812154694,19.896215469613267
20230317,53.03,neutral,-0.0361977646552058,13.802235344794148,0.5384615384615384,56.4102564102564,0.0,50.0,0.1074589610681676,89.83001441919717,0.2045302197802197,55.113255494505495
20230320,36.47,fear,-0.0431138339473089,6.886166052691059,0.2142857142857142,2.3809523809523765,0.0,50.0,0.1027894621847388,91.55945845009674,-0.7393203296703298,31.51699175824175
20230321,68.26,greed,-0.0316317391736071,18.368260826392827,0.7747252747252747,95.78754578754577,0.0109890109890109,60.98901098901099,0.1165845886539709,86.45015235038113,1.1877417582417582,79.69354395604395
20230322,54.8,neutral,-0.0258790805327188,24.12091946728119,0.5384615384615384,56.4102564102564,0.0,50.0,0.1191873945159856,85.48615017926456,0.3185934065934066,57.96483516483517
20230323,35.76,fear,-0.0369434190767753,13.05658092322466,0.2076502732240437,1.2750455373406189,-0.0054644808743169,44.53551912568306,0.1230114164173033,84.06984577136915,-0.5646360655737706,35.884098360655734
20230324,68.93,greed,-0.0230747585844296,26.925241415570355,0.7377049180327869,89.61748633879779,0.0163934426229508,66.39344262295083,0.1367080279914906,78.9970266698183,1.308788524590164,82.7197131147541
20230327,43.54,fear,-0.0226292257764679,27.370774223532024,0.2622950819672131,10.382513661202184,0.0054644808743169,55.46448087431693,0.1366100871670559,79.03330104923853,-0.1819918032786885,45.45020491803279
20230328,36.81,fear,-0.0319177909535823,18.08220904641762,0.1912568306010929,0.0,0.0,50.0,0.1333887330231171,80.2263951766233,-0.5707819672131148,35.730450819672136
20230329,44.89,fear,-0.0330608787588776,16.93912124112236,0.3224043715846995,20.40072859744991,0.0054644808743169,55.46448087431693,0.1284909913768667,82.04037356412343,-0.0152360655737704,49.61909836065574
20230330,35.33,fear,-0.0341265002579032,15.8734997420968,0.1684782608695652,0.0,-0.0054347826086956,44.56521739130435,0.1286089416096758,81.99668829271265,-0.6317989130434782,34.205027173913045
20230331,47.08,neutral,-0.029660049383681,20.33995061631895,0.4076086956521739,34.601449275362306,0.0,50.0,0.1307145799705773,81.2168222331195,-0.0298902173913043,49.25274456521739
20230403,45.5,neutral,-0.0311093512333597,18.89064876664022,0.372972972972973,28.82882882882883,0.0,50.0,0.1302159071793447,81.40151585950193,-0.0648443243243243,48.37889189189189
20230404,37.12,fear,-0.0388833946992829,11.116605300717078,0.1675675675675675,0.0,0.0054054054054054,55.4054054054054,0.127898940052079,82.25965183256334,-0.5263637837837838,36.84090540540541
20230406,37.05,fear,-0.046829973354586,3.1700266454139507,0.2741935483870967,12.365591397849457,0.0,50.0,0.13004779159382,81.46378089117775,-0.4699010752688172,38.252473118279575
20230407,55.56,greed,-0.0354829924167376,14.517007583262313,0.6559139784946236,75.98566308243726,0.0,50.0,0.1383578769534589,78.3859714987189,0.3570182795698924,58.92545698924732
20230410,39.68,fear,-0.0360457267839998,13.954273216000136,0.2849462365591398,14.157706093189963,0.0,50.0,0.1368136259278285,78.95791632302647,-0.3460967741935483,41.347580645161294
20230411,40.51,fear,-0.033520807488545,16.47919251145498,0.2741935483870967,12.365591397849457,0.0,50.0,0.1372906204008681,78.78125170338215,-0.2030655913978494,44.92336021505376
20230412,42.23,fear,-0.0381119983521156,11.888001647884352,0.3333333333333333,22.22222222222221,0.0,50.0,0.1328508144853429,80.4256242646878,-0.1363225806451613,46.59193548387097
20230413,38.11,fear,-0.0450895357951507,4.910464204849266,0.2299465240641711,4.991087344028519,0.0053475935828877,55.3475935828877,0.1342706333600181,79.89976542221552,-0.1845903743315508,45.38524064171123
20230414,47.45,neutral,-0.041211101325378,8.788898674621917,0.4331550802139037,38.85918003565062,0.0,50.0,0.119913759841242,85.21712598472516,0.1752684491978609,54.381711229946525
20230417,50.31,neutral,-0.0363373788003531,13.662621199646855,0.4224598930481283,37.07664884135472,0.0106951871657754,60.6951871657754,0.1206527178321456,84.94343783994604,0.2064663101604277,55.1616577540107
20230418,43.47,fear,-0.0337187206158222,16.28127938417774,0.2872340425531915,14.539007092198585,0.0053191489361702,55.319148936170215,0.1177344292126735,86.02428547678758,-0.1932973404255318,45.1675664893617
20230419,45.95,neutral,-0.034760044187623,15.239955812376984,0.328042328042328,21.340388007054667,0.0052910052910052,55.29100529100529,0.1097455909637137,88.98311445788381,-0.0448931216931216,48.87767195767196
20230420,39.12,fear,-0.0390122006970211,10.987799302978845,0.2433862433862433,7.231040564373893,0.0,50.0,0.108226052306777,89.54590655304554,-0.4868777777777777,37.82805555555556
20230421,36.44,fear,-0.0489741540321825,1.0258459678174765,0.1322751322751322,0.0,0.0105820105820105,60.58201058201058,0.1069653889481793,90.01281890808173,-0.7776253968253969,30.55936507936508
20230424,54.14,neutral,-0.0411512964543125,8.848703545687412,0.4421052631578947,40.35087719298245,0.0157894736842105,65.78947368421053,0.0970214151354486,93.69577217205604,0.4810499999999999,62.02624999999999
20230425,28.23,fear,-0.063305853783545,0.0,0.1204188481675392,0.0,-0.0157068062827225,34.29319371727749,0.1251996062003228,83.25940511099155,-1.0552031413612566,23.619921465968584
20230426,61.09,greed,-0.0520017147707871,0.0,0.6649214659685864,77.48691099476439,0.0209424083769633,70.94240837696336,0.1314108936001911,80.95892829622548,1.041997382198953,76.04993455497382
20230427,32.18,fear,-0.0651557893439781,0.0,0.3089005235602094,18.150087260034898,-0.0157068062827225,34.29319371727749,0.1393860015689051,78.00518460410922,-0.7819979057591624,30.45005235602094
20230428,56.8,greed,-0.0663813331622025,0.0,0.6701570680628273,78.35951134380453,0.0104712041884816,60.47120418848168,0.1393704436111287,78.01094681069307,0.6863780104712042,67.15945026178011
20230504,56.69,greed,-0.0695358029705336,0.0,0.5340314136125655,55.671902268760896,0.0261780104712041,76.17801047120419,0.1374285769070035,78.73015670110978,0.915144502617801,72.87861256544502
20230505,73.73,greed,-0.0441087123709703,5.891287629029643,0.8795811518324608,100.0,0.0471204188481675,97.12041884816756,0.1727125686000211,65.66201162962179,2.841328272251309,100.0
20230508,77.85,extreme greed,-0.0157346233181522,34.26537668184777,0.9109947643979056,100.0,0.06282722513089,100.0,0.2015847921227058,54.96859551010896,3.547187958115183,100.0
20230509,22.5,extreme fear,-0.0349672503588296,15.032749641170366,0.1197916666666666,0.0,-0.0104166666666666,39.583333333333336,0.2120634521810971,51.08761030329735,-1.7286864583333337,6.782838541666664
20230510,16.68,extreme fear,-0.0484030429112076,1.5969570887923306,0.1875,0.0,-0.03125,18.750000000000004,0.2137364072581109,50.46799731181076,-1.4972640625,12.5683984375
20230511,56.07,greed,-0.0298052620816052,20.19473791839473,0.6875,81.24999999999999,0.0104166666666666,60.41666666666667,0.2256065240832838,46.07165774693191,0.8958921875,72.3973046875
20230512,50.37,neutral,-0.0355966650838063,14.40333491619368,0.4455958549222797,40.93264248704662,0.0155440414507772,65.5440414507772,0.2264890445747812,45.74479830563655,1.4089860103626943,85.22465025906736
20230515,44.09,fear,-0.0330270985667353,16.972901433264646,0.4587628865979381,43.12714776632301,0.0103092783505154,60.30927835051546,0.2259902645029553,45.9295316655721,0.1643788659793814,54.10947164948454
20230516,28.58,fear,-0.0368933215119403,13.106678488059645,0.2216494845360824,3.608247422680408,0.0,50.0,0.2247595336517781,46.385357906748816,-0.8084922680412371,29.787693298969074
20230517,47.7,neutral,-0.0288619842496478,21.138015750352192,0.4793814432989691,46.56357388316151,0.0154639175257731,65.4639175257732,0.2262604839585413,45.82945038572541,0.3792876288659794,59.48219072164949
20230518,50.14,neutral,-0.0315406838075114,18.4593161924886,0.4256410256410256,37.6068376068376,0.0256410256410256,75.64102564102565,0.2259361359621453,45.94957927327948,0.9224194871794872,73.06048717948718
20230519,49.18,neutral,-0.0247161892041759,25.28381079582405,0.5076923076923077,51.28205128205126,0.0153846153846153,65.38461538461539,0.2271424415975712,45.50279940830695,0.3373323076923077,58.43330769230769
20230522,53.35,neutral,-0.0130355382345782,36.96446176542174,0.5641025641025641,60.68376068376067,0.0102564102564102,60.25641025641026,0.2308174925974258,44.1416694083608,0.5872097435897435,64.6802435897436
20230523,58.81,greed,-0.0088142728168696,41.18572718313036,0.5282051282051282,54.7008547008547,0.0307692307692307,80.76923076923077,0.2301258066937688,44.39784937267822,0.9205076923076924,73.01269230769232
20230524,44.65,fear,-0.0182604681169892,31.739531883010773,0.4102564102564102,35.04273504273503,0.0102564102564102,60.256410256410255,0.2292912212590897,44.706955089226,0.0606358974358974,51.51589743589744
20230525,27.59,fear,-0.0239868063717157,26.013193628284203,0.1836734693877551,0.0,-0.0051020408163265,44.89795918367347,0.2293635564043782,44.680164294674704,-1.1065183673469388,22.33704081632653
20230526,47.71,neutral,-0.0178272094047711,32.17279059522888,0.4213197969543147,36.88663282571911,0.015228426395939,65.22842639593908,0.2109833083281034,51.48766358218392,0.1107101522842639,52.7677538071066
20230529,32.32,fear,-0.0224287077372418,27.571292262758185,0.2081218274111675,1.3536379018612523,0.0,50.0,0.2093235805416532,52.10237757716545,-0.7771558375634519,30.5711040609137
20230530,39.48,fear,-0.0275768354619047,22.4231645380953,0.3553299492385787,25.88832487309644,0.0,50.0,0.202550948297342,54.61075988987333,-0.2202812182741116,44.49296954314721
20230531,35.37,fear,-0.0335456534894886,16.45434651051132,0.2979797979797979,16.32996632996632,0.0,50.0,0.2042250223307304,53.99073247009983,-0.3967489898989899,40.08127525252525
20230601,35.98,fear,-0.0351450061368038,14.854993863196178,0.321608040201005,20.2680067001675,0.0,50.0,0.2035678278682532,54.234137826572855,-0.3789673366834171,40.52581658291457
20230602,54.42,neutral,-0.0287600105381632,21.239989461836764,0.6381909547738693,73.03182579564488,0.0,50.0,0.1817379099129075,62.31929262484904,0.6203336683417086,65.50834170854272
20230605,39.42,fear,-0.0338031634902591,16.196836509740866,0.2814070351758794,13.567839195979897,0.0,50.0,0.1470072982557084,75.1824821275154,-0.3133859296482412,42.16535175879397
20230606,31.52,fear,-0.0487117338185085,1.2882661814914291,0.1055276381909547,0.0,0.0,50.0,0.1407194315967463,77.51132163083469,-0.8472547738693468,28.81863065326633
20230607,38.52,fear,-0.0540793591657704,0.0,0.3266331658291457,21.105527638190956,0.0,50.0,0.1330435717239085,80.3542326948487,-0.353553768844221,41.16115577889448
20230608,39.55,fear,-0.0601478194062659,0.0,0.245,7.499999999999997,0.01,60.0,0.1122758035779982,88.04599867481546,-0.3122444999999999,42.1938875
20230609,37.08,fear,-0.0666740901858407,0.0,0.3,16.66666666666666,-0.005,45.0,0.1129763449168133,87.78653891969877,-0.561425,35.964375000000004
20230612,39.98,fear,-0.0788459538381238,0.0,0.29,14.999999999999996,0.005,54.99999999999999,0.119172405563667,85.49170164308627,-0.2236479999999999,44.4088
20230613,44.55,fear,-0.0855356869587798,0.0,0.43,38.33333333333332,0.0,50.0,0.120522790148966,84.99155920408667,-0.0228304999999999,49.4292375
20230614,36.84,fear,-0.0891644036462813,0.0,0.265,10.833333333333332,0.0,50.0,0.1134668196299431,87.60488161853958,-0.5687065,35.7823375
20230615,48.8,neutral,-0.0783367183937032,0.0,0.445,40.83333333333333,0.01,60.0,0.1249955194004849,83.3349928146352,0.3942115,59.8552875
20230616,51.8,neutral,-0.0731840245992305,0.0,0.59,64.99999999999999,0.0,50.0,0.1232908546906146,83.96635011458716,0.401323,60.033075
20230619,37.32,fear,-0.0791759933230783,0.0,0.17,0.0,0.01,60.0,0.1109382652599891,88.54138323704106,-0.477904,38.0524
20230620,41.87,fear,-0.0769921154741118,0.0,0.28,13.333333333333334,0.01,60.0,0.108898204540421,89.29696128132555,-0.130216,46.744600000000005
20230621,64.42,greed,-0.0635179351148033,0.0,0.6417910447761194,73.63184079601989,0.0248756218905472,74.87562189054727,0.1239911169329498,83.70699372853709,1.5955761194029852,89.88940298507463
20230626,29.27,fear,-0.077042469897569,0.0,0.1791044776119403,0.0,-0.0099502487562189,40.0497512437811,0.1310445526021855,81.0946101473387,-0.9915791044776118,25.210522388059708
20230627,46.78,neutral,-0.0766365321438795,0.0,0.5247524752475248,54.125412541254114,-0.0049504950495049,45.04950495049505,0.1268969738399263,82.6307504296569,0.0841514851485148,52.10378712871288
20230628,43.73,fear,-0.0829742342990809,0.0,0.3564356435643564,26.072607260726063,0.0099009900990099,59.900990099009896,0.1276592252669134,82.34843508632834,0.0134282178217821,50.33570544554456
20230629,74.23,greed,-0.0757138151842179,0.0,0.7881773399014779,98.02955665024628,0.0492610837438423,99.26108374384238,0.133119627892517,80.32606374351222,1.741869458128079,93.54673645320196
20230630,46.14,neutral,-0.0711355811132781,0.0,0.5637254901960784,60.620915032679726,-0.0098039215686274,40.19607843137255,0.1349618469509905,79.64376038852201,0.0100794117647058,50.25198529411765
20230703,47.14,neutral,-0.0758814199046165,0.0,0.4878048780487805,47.967479674796735,0.0048780487804878,54.8780487804878,0.1353906597464722,79.48494083463993,0.1349487804878048,53.37371951219512
20230704,62.41,greed,-0.0712142100452855,0.0,0.6,66.66666666666666,0.0341463414634146,84.14634146341463,0.1340120067827699,79.99555304341852,1.249410731707317,81.23526829268293
20230705,55.92,greed,-0.0738891660902845,0.0,0.5804878048780487,63.41463414634144,0.0195121951219512,69.51219512195122,0.133651695620389,80.12900162207812,0.6616639024390244,66.5415975609756
20230706,37.3,fear,-0.0833307663618028,0.0,0.2829268292682926,13.821138211382106,0.0,50.0,0.1280387945837944,82.20785385785392,-0.3804160975609756,40.48959756097561
20230707,45.13,neutral,-0.0786899402650845,0.0,0.4439024390243902,40.65040650406503,0.0048780487804878,54.87804878048781,0.1295958349592666,81.63117223730866,-0.0609717073170732,48.475707317073166
20230710,39.11,fear,-0.0819849513062543,0.0,0.3300970873786408,21.682847896440126,0.0048543689320388,54.85436893203883,0.1284941389064849,82.039207812413,-0.5204970873786408,36.98757281553398
20230711,38.73,fear,-0.0873043011066246,0.0,0.3155339805825243,19.25566343042071,0.0,50.0,0.1278659397514444,82.2718741661317,-0.314231067961165,42.14422330097087
20230712,32.0,fear,-0.1003215262676784,0.0,0.1207729468599033,0.0,0.0,50.0,0.1295101985585254,81.66288942276836,-0.8666531400966183,28.333671497584547
20230713,59.38,greed,-0.0944253241425813,0.0,0.7246376811594203,87.43961352657003,0.0096618357487922,59.66183574879227,0.1299848364489081,81.48709761151552,0.7331671497584541,68.32917874396135
